Year,Month,Weekday,State,NumOfAccidents
2017,12,Sunday,NC,105
2017,12,Sunday,NE,8
2017,12,Sunday,NH,9
2017,12,Sunday,NJ,46
2017,12,Sunday,NM,11
2017,12,Sunday,NV,3
2017,12,Sunday,NY,147
2017,12,Sunday,OH,19
2017,12,Sunday,OK,16
2017,12,Sunday,OR,44
2017,12,Sunday,PA,36
2017,12,Sunday,RI,16
2017,12,Sunday,SC,64
2017,12,Sunday,TN,50
2017,12,Sunday,TX,176
2017,12,Sunday,UT,23
2017,12,Sunday,VA,51
2017,12,Sunday,WA,102
2017,12,Sunday,WI,34
2017,12,Sunday,WV,5
2017,12,Sunday,WY,1
2017,12,Thursday,AL,95
2017,12,Thursday,AR,3
2017,12,Thursday,AZ,343
2017,12,Thursday,CA,1727
2017,12,Thursday,CO,282
2017,12,Thursday,CT,126
2017,12,Thursday,DC,28
2017,12,Thursday,DE,23
2017,12,Thursday,FL,1109
2017,12,Thursday,GA,347
2017,12,Thursday,IA,74
2017,12,Thursday,ID,2
2017,12,Thursday,IL,279
2017,12,Thursday,IN,157
2017,12,Thursday,KS,22
2017,12,Thursday,KY,93
2017,12,Thursday,LA,281
2017,12,Thursday,MA,184
2017,12,Thursday,MD,207
2017,12,Thursday,ME,9
2017,12,Thursday,MI,581
2017,12,Thursday,MN,530
2017,12,Thursday,MO,110
2017,12,Thursday,MS,22
2017,12,Thursday,MT,1
2017,12,Thursday,NC,789
2017,12,Thursday,NE,139
2017,12,Thursday,NH,36
2017,12,Thursday,NJ,177
2017,12,Thursday,NM,30
2017,12,Thursday,NV,46
2017,12,Thursday,NY,598
2017,12,Thursday,OH,249
2017,12,Thursday,OK,357
2017,12,Thursday,OR,128
2017,12,Thursday,PA,312
2017,12,Thursday,RI,33
2017,12,Thursday,SC,815
2017,12,Thursday,TN,310
2017,12,Thursday,TX,1274
2017,12,Thursday,UT,140
2017,12,Thursday,VA,362
2017,12,Thursday,VT,1
2017,12,Thursday,WA,282
2017,12,Thursday,WI,101
2017,12,Thursday,WV,4
2017,12,Thursday,WY,6
2017,12,Tuesday,AL,94
2017,12,Tuesday,AR,1
2017,12,Tuesday,AZ,244
2017,12,Tuesday,CA,1556
2017,12,Tuesday,CO,194
2017,12,Tuesday,CT,111
2017,12,Tuesday,DC,15
2017,12,Tuesday,DE,24
2017,12,Tuesday,FL,890
2017,12,Tuesday,GA,307
2017,12,Tuesday,IA,27
2017,12,Tuesday,ID,3
2017,12,Tuesday,IL,303
2017,12,Tuesday,IN,194
2017,12,Tuesday,KS,55
2017,12,Tuesday,KY,111
2017,12,Tuesday,LA,183
2017,12,Tuesday,MA,142
2017,12,Tuesday,MD,220
2017,12,Tuesday,ME,14
2017,12,Tuesday,MI,436
2017,12,Tuesday,MN,353
2017,12,Tuesday,MO,134
2017,12,Tuesday,MS,24
2017,12,Tuesday,MT,3
2017,12,Tuesday,NC,862
2017,12,Tuesday,NE,86
2017,12,Tuesday,NH,51
2017,12,Tuesday,NJ,173
2017,12,Tuesday,NM,33
2017,12,Tuesday,NV,34
2017,12,Tuesday,NY,589
2017,12,Tuesday,OH,264
2017,12,Tuesday,OK,316
2017,12,Tuesday,OR,164
2017,12,Tuesday,PA,364
2017,12,Tuesday,RI,73
2017,12,Tuesday,SC,659
2017,12,Tuesday,SD,2
2017,12,Tuesday,TN,288
2017,12,Tuesday,TX,1227
2017,12,Tuesday,UT,91
2017,12,Tuesday,VA,395
2017,12,Tuesday,VT,13
2017,12,Tuesday,WA,294
2017,12,Tuesday,WI,59
2017,12,Tuesday,WV,3
2017,12,Tuesday,WY,1
2017,12,Wednesday,AL,119
2017,12,Wednesday,AR,4
2017,12,Wednesday,AZ,325
2017,12,Wednesday,CA,1902
2017,12,Wednesday,CO,176
2017,12,Wednesday,CT,127
2017,12,Wednesday,DC,21
2017,12,Wednesday,DE,30
2017,12,Wednesday,FL,1066
2017,12,Wednesday,GA,373
2017,12,Wednesday,IA,36
2017,12,Wednesday,IL,339
2017,12,Wednesday,IN,211
2017,12,Wednesday,KS,31
2017,12,Wednesday,KY,104
2017,12,Wednesday,LA,333
2017,12,Wednesday,MA,165
2017,12,Wednesday,MD,223
2017,12,Wednesday,ME,11
2017,12,Wednesday,MI,567
2017,12,Wednesday,MN,279
2017,12,Wednesday,MO,130
2017,12,Wednesday,MS,44
2017,12,Wednesday,MT,2
2017,12,Wednesday,NC,919
2017,12,Wednesday,ND,1
2017,12,Wednesday,NE,99
2017,12,Wednesday,NH,33
2017,12,Wednesday,NJ,183
2017,12,Wednesday,NM,25
2017,12,Wednesday,NV,87
2017,12,Wednesday,NY,625
2017,12,Wednesday,OH,266
2017,12,Wednesday,OK,398
2017,12,Wednesday,OR,178
2017,12,Wednesday,PA,304
2017,12,Wednesday,RI,45
2017,12,Wednesday,SC,941
2017,12,Wednesday,TN,319
2017,12,Wednesday,TX,1334
2017,12,Wednesday,UT,111
2017,12,Wednesday,VA,492
2017,12,Wednesday,VT,10
2017,12,Wednesday,WA,307
2017,12,Wednesday,WI,82
2017,12,Wednesday,WV,5
2018,1,Friday,AL,122
2018,1,Friday,AR,8
2018,1,Friday,AZ,360
2018,1,Friday,CA,1759
2018,1,Friday,CO,141
2018,1,Friday,CT,89
2018,1,Friday,DC,17
2018,1,Friday,DE,14
2018,1,Friday,FL,716
2018,1,Friday,GA,367
2018,1,Friday,IA,20
2018,1,Friday,ID,1
2018,1,Friday,IL,235
2018,1,Friday,IN,259
2018,1,Friday,KS,17
2018,1,Friday,KY,92
2018,1,Friday,LA,244
2018,1,Friday,MA,141
2018,1,Friday,MD,173
2018,1,Friday,ME,6
2018,1,Friday,MI,437
2018,1,Friday,MN,409
2018,1,Friday,MO,66
2018,1,Friday,MS,29
2018,1,Friday,MT,4
2018,1,Friday,NC,766
2018,1,Friday,NE,111
2018,1,Friday,NH,37
2018,1,Friday,NJ,168
2018,1,Friday,NM,23
2018,1,Friday,NV,12
2018,1,Friday,NY,506
2018,1,Friday,OH,248
2018,1,Friday,OK,336
2018,1,Friday,OR,129
2018,1,Friday,PA,248
2018,1,Friday,RI,43
2018,1,Friday,SC,816
2018,1,Friday,TN,415
2018,1,Friday,TX,1035
2018,1,Friday,UT,111
2018,1,Friday,VA,373
2018,1,Friday,VT,4
2018,1,Friday,WA,248
2018,1,Friday,WI,80
2018,1,Friday,WV,3
2018,1,Friday,WY,2
2018,1,Monday,AL,134
2018,1,Monday,AR,3
2018,1,Monday,AZ,402
2018,1,Monday,CA,2258
2018,1,Monday,CO,273
2018,1,Monday,CT,84
2018,1,Monday,DC,16
2018,1,Monday,DE,14
2018,1,Monday,FL,915
2018,1,Monday,GA,336
2018,1,Monday,IA,42
2018,1,Monday,IL,387
2018,1,Monday,IN,308
2018,1,Monday,KS,68
2018,1,Monday,KY,127
2018,1,Monday,LA,243
2018,1,Monday,MA,160
2018,1,Monday,MD,167
2018,1,Monday,ME,6
2018,1,Monday,MI,637
2018,1,Monday,MN,443
2018,1,Monday,MO,152
2018,1,Monday,MS,27
2018,1,Monday,MT,8
2018,1,Monday,NC,897
2018,1,Monday,NE,111
2018,1,Monday,NH,31
2018,1,Monday,NJ,139
2018,1,Monday,NM,25
2018,1,Monday,NV,30
2018,1,Monday,NY,556
2018,1,Monday,OH,293
2018,1,Monday,OK,318
2018,1,Monday,OR,129
2018,1,Monday,PA,324
2018,1,Monday,RI,29
2018,1,Monday,SC,935
2018,1,Monday,SD,2
2018,1,Monday,TN,322
2018,1,Monday,TX,1278
2018,1,Monday,UT,71
2018,1,Monday,VA,396
2018,1,Monday,VT,5
2018,1,Monday,WA,246
2018,1,Monday,WI,90
2018,1,Monday,WV,4
2018,1,Monday,WY,5
2018,1,Saturday,AL,33
2018,1,Saturday,AZ,70
2018,1,Saturday,CA,942
2018,1,Saturday,CO,43
2018,1,Saturday,CT,13
2018,1,Saturday,DC,1
2018,1,Saturday,DE,2
2018,1,Saturday,FL,178
2018,1,Saturday,GA,106
2018,1,Saturday,IA,6
2018,1,Saturday,IL,67
2018,1,Saturday,IN,27
2018,1,Saturday,KS,3
2018,1,Saturday,KY,28
2018,1,Saturday,LA,42
2018,1,Saturday,MA,4
2018,1,Saturday,MD,20
2018,1,Saturday,ME,1
2018,1,Saturday,MI,117
2018,1,Saturday,MN,148
2018,1,Saturday,MO,52
2018,1,Saturday,MS,2
2018,1,Saturday,MT,1
2018,1,Saturday,NC,189
2018,1,Saturday,NE,4
2018,1,Saturday,NH,11
2018,1,Saturday,NJ,56
2018,1,Saturday,NM,1
2018,1,Saturday,NV,2
2018,1,Saturday,NY,152
2018,1,Saturday,OH,32
2018,1,Saturday,OK,12
2018,1,Saturday,OR,57
2018,1,Saturday,PA,43
2018,1,Saturday,RI,16
2018,1,Saturday,SC,138
2018,1,Saturday,SD,1
2018,1,Saturday,TN,63
2018,1,Saturday,TX,204
2018,1,Saturday,UT,40
2018,1,Saturday,VA,32
2018,1,Saturday,WA,90
2018,1,Saturday,WI,24
2018,1,Saturday,WV,3
2018,1,Sunday,AL,14
2018,1,Sunday,AR,3
2018,1,Sunday,AZ,63
2018,1,Sunday,CA,772
2018,1,Sunday,CO,25
2018,1,Sunday,CT,10
2018,1,Sunday,DC,1
2018,1,Sunday,DE,4
2018,1,Sunday,FL,189
2018,1,Sunday,GA,110
2018,1,Sunday,IA,13
2018,1,Sunday,IL,60
2018,1,Sunday,IN,28
2018,1,Sunday,KS,24
2018,1,Sunday,KY,19
2018,1,Sunday,LA,23
2018,1,Sunday,MA,18
2018,1,Sunday,MD,26
2018,1,Sunday,ME,5
2018,1,Sunday,MI,97
2018,1,Sunday,MN,117
2018,1,Sunday,MO,53
2018,1,Sunday,MS,1
2018,1,Sunday,MT,1
2018,1,Sunday,NC,158
2018,1,Sunday,NE,6
2018,1,Sunday,NH,9
2018,1,Sunday,NJ,54
2018,1,Sunday,NM,1
2018,1,Sunday,NV,6
2018,1,Sunday,NY,105
2018,1,Sunday,OH,27
2018,1,Sunday,OK,26
2018,1,Sunday,OR,37
2018,1,Sunday,PA,48
2018,1,Sunday,RI,11
2018,1,Sunday,SC,101
2018,1,Sunday,TN,56
2018,1,Sunday,TX,196
2018,1,Sunday,UT,15
2018,1,Sunday,VA,20
2018,1,Sunday,WA,80
2018,1,Sunday,WI,31
2018,1,Sunday,WV,1
2018,1,Sunday,WY,3
2018,1,Thursday,AL,133
2018,1,Thursday,AR,4
2018,1,Thursday,AZ,311
2018,1,Thursday,CA,1613
2018,1,Thursday,CO,180
2018,1,Thursday,CT,127
2018,1,Thursday,DC,20
2018,1,Thursday,DE,8
2018,1,Thursday,FL,825
2018,1,Thursday,GA,296
2018,1,Thursday,IA,31
2018,1,Thursday,ID,3
2018,1,Thursday,IL,342
2018,1,Thursday,IN,229
2018,1,Thursday,KS,33
2018,1,Thursday,KY,141
2018,1,Thursday,LA,249
2018,1,Thursday,MA,156
2018,1,Thursday,MD,174
2018,1,Thursday,ME,7
2018,1,Thursday,MI,348
2018,1,Thursday,MN,350
2018,1,Thursday,MO,122
2018,1,Thursday,MS,30
2018,1,Thursday,MT,2
2018,1,Thursday,NC,765
2018,1,Thursday,NE,119
2018,1,Thursday,NH,26
2018,1,Thursday,NJ,302
2018,1,Thursday,NM,22
2018,1,Thursday,NV,39
2018,1,Thursday,NY,549
2018,1,Thursday,OH,236
2018,1,Thursday,OK,296
2018,1,Thursday,OR,128
2018,1,Thursday,PA,375
2018,1,Thursday,RI,73
2018,1,Thursday,SC,904
2018,1,Thursday,TN,266
2018,1,Thursday,TX,1033
2018,1,Thursday,UT,110
2018,1,Thursday,VA,355
2018,1,Thursday,VT,2
2018,1,Thursday,WA,238
2018,1,Thursday,WI,76
2018,1,Thursday,WV,7
2018,1,Thursday,WY,1
2018,1,Tuesday,AL,147
2018,1,Tuesday,AR,2
2018,1,Tuesday,AZ,476
2018,1,Tuesday,CA,2664
2018,1,Tuesday,CO,214
2018,1,Tuesday,CT,113
2018,1,Tuesday,DC,27
2018,1,Tuesday,DE,27
2018,1,Tuesday,FL,1242
2018,1,Tuesday,GA,428
2018,1,Tuesday,IA,47
2018,1,Tuesday,IL,561
2018,1,Tuesday,IN,309
2018,1,Tuesday,KS,47
2018,1,Tuesday,KY,145
2018,1,Tuesday,LA,362
2018,1,Tuesday,MA,267
2018,1,Tuesday,MD,239
2018,1,Tuesday,ME,14
2018,1,Tuesday,MI,565
2018,1,Tuesday,MN,418
2018,1,Tuesday,MO,158
2018,1,Tuesday,MS,67
2018,1,Tuesday,MT,3
2018,1,Tuesday,NC,1229
2018,1,Tuesday,NE,127
2018,1,Tuesday,NH,53
2018,1,Tuesday,NJ,241
2018,1,Tuesday,NM,41
2018,1,Tuesday,NV,40
2018,1,Tuesday,NY,798
2018,1,Tuesday,OH,286
2018,1,Tuesday,OK,356
2018,1,Tuesday,OR,145
2018,1,Tuesday,PA,510
2018,1,Tuesday,RI,59
2018,1,Tuesday,SC,1126
2018,1,Tuesday,SD,1
2018,1,Tuesday,TN,361
2018,1,Tuesday,TX,1456
2018,1,Tuesday,UT,137
2018,1,Tuesday,VA,576
2018,1,Tuesday,VT,3
2018,1,Tuesday,WA,326
2018,1,Tuesday,WI,114
2018,1,Tuesday,WV,24
2018,1,Wednesday,AL,178
2018,1,Wednesday,AR,3
2018,1,Wednesday,AZ,485
2018,1,Wednesday,CA,2356
2018,1,Wednesday,CO,263
2018,1,Wednesday,CT,159
2018,1,Wednesday,DC,27
2018,1,Wednesday,DE,28
2018,1,Wednesday,FL,1070
2018,1,Wednesday,GA,379
2018,1,Wednesday,IA,49
2018,1,Wednesday,ID,4
2018,1,Wednesday,IL,654
2018,1,Wednesday,IN,490
2018,1,Wednesday,KS,70
2018,1,Wednesday,KY,132
2018,1,Wednesday,LA,356
2018,1,Wednesday,MA,253
2018,1,Wednesday,MD,263
2018,1,Wednesday,ME,15
2018,1,Wednesday,MI,571
2018,1,Wednesday,MN,360
2018,1,Wednesday,MO,167
2018,1,Wednesday,MS,42
2018,1,Wednesday,MT,7
2018,1,Wednesday,NC,1123
2018,1,Wednesday,NE,134
2018,1,Wednesday,NH,70
2018,1,Wednesday,NJ,306
2018,1,Wednesday,NM,41
2018,1,Wednesday,NV,27
2018,1,Wednesday,NY,710
2018,1,Wednesday,OH,367
2018,1,Wednesday,OK,438
2018,1,Wednesday,OR,130
2018,1,Wednesday,PA,382
2018,1,Wednesday,RI,61
2018,1,Wednesday,SC,1136
2018,1,Wednesday,SD,1
2018,1,Wednesday,TN,369
2018,1,Wednesday,TX,1434
2018,1,Wednesday,UT,154
2018,1,Wednesday,VA,477
2018,1,Wednesday,VT,5
2018,1,Wednesday,WA,318
2018,1,Wednesday,WI,94
2018,1,Wednesday,WV,3
2018,1,Wednesday,WY,2
2018,2,Friday,AL,160
2018,2,Friday,AR,16
2018,2,Friday,AZ,313
2018,2,Friday,CA,2092
2018,2,Friday,CO,252
2018,2,Friday,CT,119
2018,2,Friday,DC,11
2018,2,Friday,DE,31
2018,2,Friday,FL,925
2018,2,Friday,GA,324
2018,2,Friday,IA,47
2018,2,Friday,ID,3
2018,2,Friday,IL,367
2018,2,Friday,IN,272
2018,2,Friday,KS,20
2018,2,Friday,KY,134
2018,2,Friday,LA,274
2018,2,Friday,MA,164
2018,2,Friday,MD,229
2018,2,Friday,ME,6
2018,2,Friday,MI,483
2018,2,Friday,MN,295
2018,2,Friday,MO,124
2018,2,Friday,MS,44
2018,2,Friday,MT,9
2018,2,Friday,NC,1002
2018,2,Friday,NE,94
2018,2,Friday,NH,47
2018,2,Friday,NJ,241
2018,2,Friday,NM,41
2018,2,Friday,NV,52
2018,2,Friday,NY,510
2018,2,Friday,OH,259
2018,2,Friday,OK,282
2018,2,Friday,OR,103
2018,2,Friday,PA,254
2018,2,Friday,RI,61
2018,2,Friday,SC,978
2018,2,Friday,TN,425
2018,2,Friday,TX,1504
2018,2,Friday,UT,221
2018,2,Friday,VA,392
2018,2,Friday,VT,2
2018,2,Friday,WA,257
2018,2,Friday,WI,85
2018,2,Friday,WV,8
2018,2,Monday,AL,127
2018,2,Monday,AR,4
2018,2,Monday,AZ,238
2018,2,Monday,CA,1863
2018,2,Monday,CO,183
2018,2,Monday,CT,69
2018,2,Monday,DC,24
2018,2,Monday,DE,34
2018,2,Monday,FL,944
2018,2,Monday,GA,352
2018,2,Monday,IA,99
2018,2,Monday,ID,9
2018,2,Monday,IL,473
2018,2,Monday,IN,228
2018,2,Monday,KS,31
2018,2,Monday,KY,169
2018,2,Monday,LA,263
2018,2,Monday,MA,141
2018,2,Monday,MD,181
2018,2,Monday,MI,380
2018,2,Monday,MN,434
2018,2,Monday,MO,153
2018,2,Monday,MS,52
2018,2,Monday,MT,21
2018,2,Monday,NC,892
2018,2,Monday,NE,120
2018,2,Monday,NH,32
2018,2,Monday,NJ,195
2018,2,Monday,NM,17
2018,2,Monday,NV,71
2018,2,Monday,NY,413
2018,2,Monday,OH,194
2018,2,Monday,OK,302
2018,2,Monday,OR,168
2018,2,Monday,PA,273
2018,2,Monday,RI,40
2018,2,Monday,SC,835
2018,2,Monday,TN,285
2018,2,Monday,TX,1337
2018,2,Monday,UT,201
2018,2,Monday,VA,391
2018,2,Monday,VT,2
2018,2,Monday,WA,195
2018,2,Monday,WI,78
2018,2,Monday,WV,2
2018,2,Monday,WY,4
2018,2,Saturday,AL,51
2018,2,Saturday,AR,9
2018,2,Saturday,AZ,87
2018,2,Saturday,CA,790
2018,2,Saturday,CO,31
2018,2,Saturday,CT,17
2018,2,Saturday,DC,1
2018,2,Saturday,DE,3
2018,2,Saturday,FL,193
2018,2,Saturday,GA,115
2018,2,Saturday,IA,29
2018,2,Saturday,ID,1
2018,2,Saturday,IL,65
2018,2,Saturday,IN,22
2018,2,Saturday,KS,9
2018,2,Saturday,KY,27
2018,2,Saturday,LA,29
2018,2,Saturday,MA,11
2018,2,Saturday,MD,20
2018,2,Saturday,ME,4
2018,2,Saturday,MI,232
2018,2,Saturday,MN,197
2018,2,Saturday,MO,49
2018,2,Saturday,MS,9
2018,2,Saturday,MT,2
2018,2,Saturday,NC,289
2018,2,Saturday,NE,7
2018,2,Saturday,NH,18
2018,2,Saturday,NJ,70
2018,2,Saturday,NM,9
2018,2,Saturday,NV,2
2018,2,Saturday,NY,172
2018,2,Saturday,OH,29
2018,2,Saturday,OK,20
2018,2,Saturday,OR,48
2018,2,Saturday,PA,98
2018,2,Saturday,RI,9
2018,2,Saturday,SC,303
2018,2,Saturday,TN,131
2018,2,Saturday,TX,239
2018,2,Saturday,UT,35
2018,2,Saturday,VA,39
2018,2,Saturday,WA,111
2018,2,Saturday,WI,44
2018,2,Saturday,WV,3
2018,2,Sunday,AL,54
2018,2,Sunday,AR,3
2018,2,Sunday,AZ,54
2018,2,Sunday,CA,824
2018,2,Sunday,CO,12
2018,2,Sunday,CT,40
2018,2,Sunday,DC,4
2018,2,Sunday,DE,6
2018,2,Sunday,FL,239
2018,2,Sunday,GA,145
2018,2,Sunday,IA,13
2018,2,Sunday,ID,5
2018,2,Sunday,IL,48
2018,2,Sunday,IN,44
2018,2,Sunday,KS,16
2018,2,Sunday,KY,16
2018,2,Sunday,LA,25
2018,2,Sunday,MA,12
2018,2,Sunday,MD,37
2018,2,Sunday,ME,2
2018,2,Sunday,MI,258
2018,2,Sunday,MN,107
2018,2,Sunday,MO,49
2018,2,Sunday,MS,9
2018,2,Sunday,MT,2
2018,2,Sunday,NC,235
2018,2,Sunday,NE,14
2018,2,Sunday,NH,50
2018,2,Sunday,NJ,68
2018,2,Sunday,NM,5
2018,2,Sunday,NV,4
2018,2,Sunday,NY,134
2018,2,Sunday,OH,22
2018,2,Sunday,OK,4
2018,2,Sunday,OR,48
2018,2,Sunday,PA,86
2018,2,Sunday,RI,14
2018,2,Sunday,SC,262
2018,2,Sunday,TN,72
2018,2,Sunday,TX,171
2018,2,Sunday,UT,24
2018,2,Sunday,VA,47
2018,2,Sunday,VT,2
2018,2,Sunday,WA,86
2018,2,Sunday,WI,36
2018,2,Sunday,WV,5
2018,2,Thursday,AL,134
2018,2,Thursday,AR,10
2018,2,Thursday,AZ,362
2018,2,Thursday,CA,1989
2018,2,Thursday,CO,196
2018,2,Thursday,CT,95
2018,2,Thursday,DC,16
2018,2,Thursday,DE,18
2018,2,Thursday,FL,937
2018,2,Thursday,GA,353
2018,2,Thursday,IA,38
2018,2,Thursday,ID,5
2018,2,Thursday,IL,342
2018,2,Thursday,IN,207
2018,2,Thursday,KS,44
2018,2,Thursday,KY,132
2018,2,Thursday,LA,338
2018,2,Thursday,MA,175
2018,2,Thursday,MD,173
2018,2,Thursday,ME,10
2018,2,Thursday,MI,315
2018,2,Thursday,MN,241
2018,2,Thursday,MO,166
2018,2,Thursday,MS,48
2018,2,Thursday,MT,11
2018,2,Thursday,NC,829
2018,2,Thursday,NE,111
2018,2,Thursday,NH,52
2018,2,Thursday,NJ,226
2018,2,Thursday,NM,43
2018,2,Thursday,NV,55
2018,2,Thursday,NY,440
2018,2,Thursday,OH,225
2018,2,Thursday,OK,267
2018,2,Thursday,OR,183
2018,2,Thursday,PA,230
2018,2,Thursday,RI,30
2018,2,Thursday,SC,960
2018,2,Thursday,TN,358
2018,2,Thursday,TX,1500
2018,2,Thursday,UT,166
2018,2,Thursday,VA,330
2018,2,Thursday,VT,10
2018,2,Thursday,WA,301
2018,2,Thursday,WI,51
2018,2,Thursday,WV,9
2018,2,Thursday,WY,7
2018,2,Tuesday,AL,83
2018,2,Tuesday,AR,10
2018,2,Tuesday,AZ,317
2018,2,Tuesday,CA,2009
2018,2,Tuesday,CO,261
2018,2,Tuesday,CT,80
2018,2,Tuesday,DC,34
2018,2,Tuesday,DE,21
2018,2,Tuesday,FL,951
2018,2,Tuesday,GA,301
2018,2,Tuesday,IA,78
2018,2,Tuesday,ID,2
2018,2,Tuesday,IL,490
2018,2,Tuesday,IN,229
2018,2,Tuesday,KS,63
2018,2,Tuesday,KY,130
2018,2,Tuesday,LA,221
2018,2,Tuesday,MA,161
2018,2,Tuesday,MD,198
2018,2,Tuesday,ME,5
2018,2,Tuesday,MI,363
2018,2,Tuesday,MN,342
2018,2,Tuesday,MO,143
2018,2,Tuesday,MS,36
2018,2,Tuesday,MT,9
2018,2,Tuesday,NC,991
2018,2,Tuesday,NE,116
2018,2,Tuesday,NH,22
2018,2,Tuesday,NJ,218
2018,2,Tuesday,NM,49
2018,2,Tuesday,NV,53
2018,2,Tuesday,NY,496
2018,2,Tuesday,OH,253
2018,2,Tuesday,OK,349
2018,2,Tuesday,OR,131
2018,2,Tuesday,PA,305
2018,2,Tuesday,RI,37
2018,2,Tuesday,SC,890
2018,2,Tuesday,TN,316
2018,2,Tuesday,TX,1517
2018,2,Tuesday,UT,183
2018,2,Tuesday,VA,379
2018,2,Tuesday,VT,4
2018,2,Tuesday,WA,251
2018,2,Tuesday,WI,82
2018,2,Tuesday,WV,3
2018,2,Tuesday,WY,1
2018,2,Wednesday,AL,119
2018,2,Wednesday,AR,5
2018,2,Wednesday,AZ,351
2018,2,Wednesday,CA,1922
2018,2,Wednesday,CO,212
2018,2,Wednesday,CT,108
2018,2,Wednesday,DC,34
2018,2,Wednesday,DE,21
2018,2,Wednesday,FL,735
2018,2,Wednesday,GA,355
2018,2,Wednesday,IA,66
2018,2,Wednesday,ID,5
2018,2,Wednesday,IL,347
2018,2,Wednesday,IN,204
2018,2,Wednesday,KS,25
2018,2,Wednesday,KY,122
2018,2,Wednesday,LA,311
2018,2,Wednesday,MA,179
2018,2,Wednesday,MD,194
2018,2,Wednesday,ME,4
2018,2,Wednesday,MI,405
2018,2,Wednesday,MN,249
2018,2,Wednesday,MO,126
2018,2,Wednesday,MS,38
2018,2,Wednesday,MT,3
2018,2,Wednesday,NC,830
2018,2,Wednesday,ND,1
2018,2,Wednesday,NE,91
2018,2,Wednesday,NH,41
2018,2,Wednesday,NJ,233
2018,2,Wednesday,NM,33
2018,2,Wednesday,NV,21
2018,2,Wednesday,NY,475
2018,2,Wednesday,OH,280
2018,2,Wednesday,OK,336
2018,2,Wednesday,OR,120
2018,2,Wednesday,PA,302
2018,2,Wednesday,RI,38
2018,2,Wednesday,SC,940
2018,2,Wednesday,TN,376
2018,2,Wednesday,TX,1494
2018,2,Wednesday,UT,121
2018,2,Wednesday,VA,279
2018,2,Wednesday,VT,2
2018,2,Wednesday,WA,181
2018,2,Wednesday,WI,54
2018,2,Wednesday,WV,10
2018,2,Wednesday,WY,1
2018,3,Friday,AL,273
2018,3,Friday,AR,6
2018,3,Friday,AZ,362
2018,3,Friday,CA,2867
2018,3,Friday,CO,212
2018,3,Friday,CT,98
2018,3,Friday,DC,10
2018,3,Friday,DE,48
2018,3,Friday,FL,1177
2018,3,Friday,GA,410
2018,3,Friday,IA,38
2018,3,Friday,ID,12
2018,3,Friday,IL,427
2018,3,Friday,IN,196
2018,3,Friday,KS,33
2018,3,Friday,KY,138
2018,3,Friday,LA,454
2018,3,Friday,MA,164
2018,3,Friday,MD,222
2018,3,Friday,ME,6
2018,3,Friday,MI,389
2018,3,Friday,MN,273
2018,3,Friday,MO,176
2018,3,Friday,MS,59
2018,3,Friday,MT,1
2018,3,Friday,NC,896
2018,3,Friday,NE,88
2018,3,Friday,NH,43
2018,3,Friday,NJ,287
2018,3,Friday,NM,53
2018,3,Friday,NV,62
2018,3,Friday,NY,737
2018,3,Friday,OH,284
2018,3,Friday,OK,370
2018,3,Friday,OR,189
2018,3,Friday,PA,384
2018,3,Friday,RI,64
2018,3,Friday,SC,1220
2018,3,Friday,TN,383
2018,3,Friday,TX,1552
2018,3,Friday,UT,126
2018,3,Friday,VA,439
2018,3,Friday,VT,4
2018,3,Friday,WA,292
2018,3,Friday,WI,61
2018,3,Friday,WV,11
2018,3,Friday,WY,7
2018,3,Monday,AL,162
2018,3,Monday,AR,6
2018,3,Monday,AZ,297
2018,3,Monday,CA,2192
2018,3,Monday,CO,223
2018,3,Monday,CT,93
2018,3,Monday,DC,19
2018,3,Monday,DE,26
2018,3,Monday,FL,987
2018,3,Monday,GA,380
2018,3,Monday,IA,36
2018,3,Monday,ID,6
2018,3,Monday,IL,340
2018,3,Monday,IN,139
2018,3,Monday,KS,45
2018,3,Monday,KY,120
2018,3,Monday,LA,335
2018,3,Monday,MA,113
2018,3,Monday,MD,187
2018,3,Monday,ME,2
2018,3,Monday,MI,309
2018,3,Monday,MN,371
2018,3,Monday,MO,158
2018,3,Monday,MS,23
2018,3,Monday,NC,720
2018,3,Monday,NE,84
2018,3,Monday,NH,15
2018,3,Monday,NJ,212
2018,3,Monday,NM,34
2018,3,Monday,NV,23
2018,3,Monday,NY,457
2018,3,Monday,OH,163
2018,3,Monday,OK,307
2018,3,Monday,OR,111
2018,3,Monday,PA,277
2018,3,Monday,RI,26
2018,3,Monday,SC,928
2018,3,Monday,TN,341
2018,3,Monday,TX,1209
2018,3,Monday,UT,79
2018,3,Monday,VA,393
2018,3,Monday,VT,3
2018,3,Monday,WA,185
2018,3,Monday,WI,75
2018,3,Monday,WV,3
2018,3,Monday,WY,2
2018,3,Saturday,AL,76
2018,3,Saturday,AR,3
2018,3,Saturday,AZ,118
2018,3,Saturday,CA,1427
2018,3,Saturday,CO,29
2018,3,Saturday,CT,20
2018,3,Saturday,FL,298
2018,3,Saturday,GA,173
2018,3,Saturday,IA,11
2018,3,Saturday,ID,3
2018,3,Saturday,IL,73
2018,3,Saturday,IN,46
2018,3,Saturday,KS,13
2018,3,Saturday,KY,15
2018,3,Saturday,LA,49
2018,3,Saturday,MA,12
2018,3,Saturday,MD,33
2018,3,Saturday,ME,5
2018,3,Saturday,MI,132
2018,3,Saturday,MN,125
2018,3,Saturday,MO,70
2018,3,Saturday,MS,5
