Year,Month,Weekday,State,NumOfAccidents
2016,12,Tuesday,SC,85
2016,12,Tuesday,TN,45
2016,12,Tuesday,TX,1352
2016,12,Tuesday,UT,19
2016,12,Tuesday,VA,275
2016,12,Tuesday,WA,288
2016,12,Tuesday,WI,43
2016,12,Tuesday,WV,4
2016,12,Tuesday,WY,4
2016,12,Wednesday,AL,6
2016,12,Wednesday,AZ,73
2016,12,Wednesday,CA,2178
2016,12,Wednesday,CO,39
2016,12,Wednesday,CT,91
2016,12,Wednesday,DC,15
2016,12,Wednesday,DE,3
2016,12,Wednesday,FL,1149
2016,12,Wednesday,GA,308
2016,12,Wednesday,IA,42
2016,12,Wednesday,ID,9
2016,12,Wednesday,IL,458
2016,12,Wednesday,IN,28
2016,12,Wednesday,KS,19
2016,12,Wednesday,KY,2
2016,12,Wednesday,LA,17
2016,12,Wednesday,MA,127
2016,12,Wednesday,MD,280
2016,12,Wednesday,ME,2
2016,12,Wednesday,MI,560
2016,12,Wednesday,MN,64
2016,12,Wednesday,MO,113
2016,12,Wednesday,MS,12
2016,12,Wednesday,MT,4
2016,12,Wednesday,NC,194
2016,12,Wednesday,NE,85
2016,12,Wednesday,NH,19
2016,12,Wednesday,NJ,169
2016,12,Wednesday,NM,7
2016,12,Wednesday,NV,22
2016,12,Wednesday,NY,512
2016,12,Wednesday,OH,230
2016,12,Wednesday,OK,7
2016,12,Wednesday,OR,35
2016,12,Wednesday,PA,579
2016,12,Wednesday,RI,29
2016,12,Wednesday,SC,96
2016,12,Wednesday,TN,84
2016,12,Wednesday,TX,1189
2016,12,Wednesday,UT,24
2016,12,Wednesday,VA,216
2016,12,Wednesday,VT,2
2016,12,Wednesday,WA,298
2016,12,Wednesday,WI,26
2016,12,Wednesday,WV,7
2016,12,Wednesday,WY,3
2017,1,Friday,AZ,60
2017,1,Friday,CA,2587
2017,1,Friday,CO,23
2017,1,Friday,CT,76
2017,1,Friday,DC,15
2017,1,Friday,DE,4
2017,1,Friday,FL,944
2017,1,Friday,GA,325
2017,1,Friday,IA,39
2017,1,Friday,ID,8
2017,1,Friday,IL,407
2017,1,Friday,IN,39
2017,1,Friday,KS,27
2017,1,Friday,KY,26
2017,1,Friday,LA,23
2017,1,Friday,MA,150
2017,1,Friday,MD,196
2017,1,Friday,ME,10
2017,1,Friday,MI,517
2017,1,Friday,MN,65
2017,1,Friday,MO,100
2017,1,Friday,MS,17
2017,1,Friday,MT,3
2017,1,Friday,NC,193
2017,1,Friday,NE,97
2017,1,Friday,NH,16
2017,1,Friday,NJ,174
2017,1,Friday,NM,2
2017,1,Friday,NV,28
2017,1,Friday,NY,399
2017,1,Friday,OH,306
2017,1,Friday,OK,10
2017,1,Friday,OR,37
2017,1,Friday,PA,550
2017,1,Friday,RI,35
2017,1,Friday,SC,74
2017,1,Friday,TN,40
2017,1,Friday,TX,1515
2017,1,Friday,UT,9
2017,1,Friday,VA,170
2017,1,Friday,WA,261
2017,1,Friday,WI,28
2017,1,Friday,WV,13
2017,1,Monday,AL,10
2017,1,Monday,AR,1
2017,1,Monday,AZ,56
2017,1,Monday,CA,2231
2017,1,Monday,CO,39
2017,1,Monday,CT,114
2017,1,Monday,DC,10
2017,1,Monday,DE,9
2017,1,Monday,FL,982
2017,1,Monday,GA,323
2017,1,Monday,IA,55
2017,1,Monday,ID,10
2017,1,Monday,IL,567
2017,1,Monday,IN,33
2017,1,Monday,KS,22
2017,1,Monday,KY,2
2017,1,Monday,LA,27
2017,1,Monday,MA,177
2017,1,Monday,MD,243
2017,1,Monday,ME,5
2017,1,Monday,MI,456
2017,1,Monday,MN,117
2017,1,Monday,MO,89
2017,1,Monday,MS,12
2017,1,Monday,MT,2
2017,1,Monday,NC,185
2017,1,Monday,NE,84
2017,1,Monday,NH,17
2017,1,Monday,NJ,203
2017,1,Monday,NM,5
2017,1,Monday,NV,21
2017,1,Monday,NY,562
2017,1,Monday,OH,254
2017,1,Monday,OK,27
2017,1,Monday,OR,15
2017,1,Monday,PA,575
2017,1,Monday,RI,28
2017,1,Monday,SC,92
2017,1,Monday,TN,44
2017,1,Monday,TX,1530
2017,1,Monday,UT,43
2017,1,Monday,VA,244
2017,1,Monday,WA,176
2017,1,Monday,WI,44
2017,1,Monday,WV,13
2017,1,Saturday,AZ,17
2017,1,Saturday,CA,1013
2017,1,Saturday,CO,9
2017,1,Saturday,CT,25
2017,1,Saturday,DC,6
2017,1,Saturday,FL,216
2017,1,Saturday,GA,185
2017,1,Saturday,IA,7
2017,1,Saturday,ID,10
2017,1,Saturday,IL,72
2017,1,Saturday,IN,7
2017,1,Saturday,KS,3
2017,1,Saturday,LA,2
2017,1,Saturday,MA,22
2017,1,Saturday,MD,53
2017,1,Saturday,ME,7
2017,1,Saturday,MI,120
2017,1,Saturday,MN,14
2017,1,Saturday,MO,25
2017,1,Saturday,MS,9
2017,1,Saturday,NC,17
2017,1,Saturday,NE,27
2017,1,Saturday,NH,9
2017,1,Saturday,NJ,39
2017,1,Saturday,NM,2
2017,1,Saturday,NV,4
2017,1,Saturday,NY,143
2017,1,Saturday,OH,22
2017,1,Saturday,OK,1
2017,1,Saturday,OR,4
2017,1,Saturday,PA,82
2017,1,Saturday,RI,4
2017,1,Saturday,SC,27
2017,1,Saturday,TN,2
2017,1,Saturday,TX,393
2017,1,Saturday,UT,2
2017,1,Saturday,VA,58
2017,1,Saturday,VT,1
2017,1,Saturday,WA,47
2017,1,Saturday,WI,9
2017,1,Sunday,AZ,16
2017,1,Sunday,CA,976
2017,1,Sunday,CO,8
2017,1,Sunday,CT,22
2017,1,Sunday,DC,1
2017,1,Sunday,FL,200
2017,1,Sunday,GA,72
2017,1,Sunday,IA,11
2017,1,Sunday,ID,14
2017,1,Sunday,IL,49
2017,1,Sunday,IN,15
2017,1,Sunday,KS,1
2017,1,Sunday,LA,4
2017,1,Sunday,MA,9
2017,1,Sunday,MD,52
2017,1,Sunday,ME,2
2017,1,Sunday,MI,87
2017,1,Sunday,MN,7
2017,1,Sunday,MO,17
2017,1,Sunday,MS,7
2017,1,Sunday,MT,3
2017,1,Sunday,NC,6
2017,1,Sunday,NE,6
2017,1,Sunday,NH,13
2017,1,Sunday,NJ,34
2017,1,Sunday,NM,1
2017,1,Sunday,NV,6
2017,1,Sunday,NY,156
2017,1,Sunday,OH,21
2017,1,Sunday,OK,1
2017,1,Sunday,OR,5
2017,1,Sunday,PA,127
2017,1,Sunday,RI,1
2017,1,Sunday,SC,11
2017,1,Sunday,TN,10
2017,1,Sunday,TX,435
2017,1,Sunday,UT,7
2017,1,Sunday,VA,36
2017,1,Sunday,WA,32
2017,1,Sunday,WI,9
2017,1,Sunday,WV,1
2017,1,Sunday,WY,1
2017,1,Thursday,AL,8
2017,1,Thursday,AZ,55
2017,1,Thursday,CA,2729
2017,1,Thursday,CO,43
2017,1,Thursday,CT,83
2017,1,Thursday,DC,11
2017,1,Thursday,DE,7
2017,1,Thursday,FL,1036
2017,1,Thursday,GA,320
2017,1,Thursday,IA,45
2017,1,Thursday,ID,9
2017,1,Thursday,IL,445
2017,1,Thursday,IN,53
2017,1,Thursday,KS,35
2017,1,Thursday,KY,9
2017,1,Thursday,LA,20
2017,1,Thursday,MA,160
2017,1,Thursday,MD,184
2017,1,Thursday,ME,5
2017,1,Thursday,MI,404
2017,1,Thursday,MN,91
2017,1,Thursday,MO,184
2017,1,Thursday,MS,14
2017,1,Thursday,MT,4
2017,1,Thursday,NC,148
2017,1,Thursday,NE,102
2017,1,Thursday,NH,9
2017,1,Thursday,NJ,186
2017,1,Thursday,NM,2
2017,1,Thursday,NV,25
2017,1,Thursday,NY,410
2017,1,Thursday,OH,304
2017,1,Thursday,OK,7
2017,1,Thursday,OR,23
2017,1,Thursday,PA,431
2017,1,Thursday,RI,27
2017,1,Thursday,SC,92
2017,1,Thursday,TN,39
2017,1,Thursday,TX,1494
2017,1,Thursday,UT,69
2017,1,Thursday,VA,178
2017,1,Thursday,WA,225
2017,1,Thursday,WI,39
2017,1,Thursday,WV,19
2017,1,Thursday,WY,6
2017,1,Tuesday,AL,8
2017,1,Tuesday,AR,8
2017,1,Tuesday,AZ,57
2017,1,Tuesday,CA,2905
2017,1,Tuesday,CO,30
2017,1,Tuesday,CT,157
2017,1,Tuesday,DC,27
2017,1,Tuesday,DE,3
2017,1,Tuesday,FL,1213
2017,1,Tuesday,GA,431
2017,1,Tuesday,IA,88
2017,1,Tuesday,ID,21
2017,1,Tuesday,IL,494
2017,1,Tuesday,IN,45
2017,1,Tuesday,KS,20
2017,1,Tuesday,KY,9
2017,1,Tuesday,LA,36
2017,1,Tuesday,MA,256
2017,1,Tuesday,MD,339
2017,1,Tuesday,ME,6
2017,1,Tuesday,MI,799
2017,1,Tuesday,MN,97
2017,1,Tuesday,MO,126
2017,1,Tuesday,MS,10
2017,1,Tuesday,MT,15
2017,1,Tuesday,NC,250
2017,1,Tuesday,NE,126
2017,1,Tuesday,NH,18
2017,1,Tuesday,NJ,285
2017,1,Tuesday,NV,102
2017,1,Tuesday,NY,753
2017,1,Tuesday,OH,364
2017,1,Tuesday,OK,15
2017,1,Tuesday,OR,22
2017,1,Tuesday,PA,645
2017,1,Tuesday,RI,63
2017,1,Tuesday,SC,134
2017,1,Tuesday,SD,1
2017,1,Tuesday,TN,66
2017,1,Tuesday,TX,1965
2017,1,Tuesday,UT,21
2017,1,Tuesday,VA,270
2017,1,Tuesday,VT,1
2017,1,Tuesday,WA,280
2017,1,Tuesday,WI,63
2017,1,Tuesday,WV,4
2017,1,Tuesday,WY,2
2017,1,Wednesday,AL,5
2017,1,Wednesday,AZ,44
2017,1,Wednesday,CA,2127
2017,1,Wednesday,CO,26
2017,1,Wednesday,CT,62
2017,1,Wednesday,DC,9
2017,1,Wednesday,DE,3
2017,1,Wednesday,FL,932
2017,1,Wednesday,GA,285
2017,1,Wednesday,IA,69
2017,1,Wednesday,ID,6
2017,1,Wednesday,IL,358
2017,1,Wednesday,IN,24
2017,1,Wednesday,KS,20
2017,1,Wednesday,KY,7
2017,1,Wednesday,LA,17
2017,1,Wednesday,MA,153
2017,1,Wednesday,MD,192
2017,1,Wednesday,ME,2
2017,1,Wednesday,MI,341
2017,1,Wednesday,MN,100
2017,1,Wednesday,MO,86
2017,1,Wednesday,MS,9
2017,1,Wednesday,MT,1
2017,1,Wednesday,NC,150
2017,1,Wednesday,NE,109
2017,1,Wednesday,NH,23
2017,1,Wednesday,NJ,176
2017,1,Wednesday,NM,4
2017,1,Wednesday,NV,7
2017,1,Wednesday,NY,480
2017,1,Wednesday,OH,254
2017,1,Wednesday,OK,10
2017,1,Wednesday,OR,17
2017,1,Wednesday,PA,611
2017,1,Wednesday,RI,21
2017,1,Wednesday,SC,71
2017,1,Wednesday,SD,1
2017,1,Wednesday,TN,20
2017,1,Wednesday,TX,1367
2017,1,Wednesday,UT,8
2017,1,Wednesday,VA,166
2017,1,Wednesday,VT,1
2017,1,Wednesday,WA,219
2017,1,Wednesday,WI,63
2017,1,Wednesday,WV,3
2017,1,Wednesday,WY,4
2017,2,Friday,AL,7
2017,2,Friday,AR,3
2017,2,Friday,AZ,52
2017,2,Friday,CA,2634
2017,2,Friday,CO,31
2017,2,Friday,CT,143
2017,2,Friday,DC,17
2017,2,Friday,DE,6
2017,2,Friday,FL,970
2017,2,Friday,GA,300
2017,2,Friday,IA,106
2017,2,Friday,ID,9
2017,2,Friday,IL,425
2017,2,Friday,IN,44
2017,2,Friday,KS,22
2017,2,Friday,KY,12
2017,2,Friday,LA,22
2017,2,Friday,MA,162
2017,2,Friday,MD,207
2017,2,Friday,ME,8
2017,2,Friday,MI,389
2017,2,Friday,MN,41
2017,2,Friday,MO,92
2017,2,Friday,MS,4
2017,2,Friday,MT,1
2017,2,Friday,NC,180
2017,2,Friday,NE,116
2017,2,Friday,NH,12
2017,2,Friday,NJ,195
2017,2,Friday,NM,2
2017,2,Friday,NV,40
2017,2,Friday,NY,507
2017,2,Friday,OH,230
2017,2,Friday,OK,22
2017,2,Friday,OR,50
2017,2,Friday,PA,658
2017,2,Friday,RI,50
2017,2,Friday,SC,112
2017,2,Friday,TN,47
2017,2,Friday,TX,1242
2017,2,Friday,UT,14
2017,2,Friday,VA,188
2017,2,Friday,VT,1
2017,2,Friday,WA,297
2017,2,Friday,WI,58
2017,2,Friday,WV,14
2017,2,Friday,WY,1
2017,2,Monday,AR,2
2017,2,Monday,AZ,49
2017,2,Monday,CA,2354
2017,2,Monday,CO,24
2017,2,Monday,CT,86
2017,2,Monday,DC,10
2017,2,Monday,DE,6
2017,2,Monday,FL,839
2017,2,Monday,GA,267
2017,2,Monday,IA,56
2017,2,Monday,ID,6
2017,2,Monday,IL,445
2017,2,Monday,IN,39
2017,2,Monday,KS,15
2017,2,Monday,KY,4
2017,2,Monday,LA,22
2017,2,Monday,MA,125
2017,2,Monday,MD,177
2017,2,Monday,ME,5
2017,2,Monday,MI,323
2017,2,Monday,MN,25
2017,2,Monday,MO,69
2017,2,Monday,MS,10
2017,2,Monday,NC,163
2017,2,Monday,NE,75
2017,2,Monday,NH,22
2017,2,Monday,NJ,176
2017,2,Monday,NM,3
2017,2,Monday,NV,16
2017,2,Monday,NY,468
2017,2,Monday,OH,204
2017,2,Monday,OK,16
2017,2,Monday,OR,19
2017,2,Monday,PA,434
2017,2,Monday,RI,26
2017,2,Monday,SC,115
2017,2,Monday,SD,1
2017,2,Monday,TN,38
2017,2,Monday,TX,1118
2017,2,Monday,UT,27
2017,2,Monday,VA,158
2017,2,Monday,VT,1
2017,2,Monday,WA,258
2017,2,Monday,WI,33
2017,2,Monday,WV,6
2017,2,Monday,WY,2
2017,2,Saturday,AZ,6
2017,2,Saturday,CA,1138
2017,2,Saturday,CO,2
2017,2,Saturday,CT,30
2017,2,Saturday,DE,2
2017,2,Saturday,FL,198
2017,2,Saturday,GA,113
2017,2,Saturday,IA,12
2017,2,Saturday,ID,7
2017,2,Saturday,IL,47
2017,2,Saturday,IN,15
2017,2,Saturday,LA,3
2017,2,Saturday,MA,14
2017,2,Saturday,MD,68
2017,2,Saturday,ME,9
2017,2,Saturday,MI,103
2017,2,Saturday,MN,6
2017,2,Saturday,MO,10
2017,2,Saturday,NC,18
2017,2,Saturday,NE,4
2017,2,Saturday,NH,12
2017,2,Saturday,NJ,37
2017,2,Saturday,NY,126
2017,2,Saturday,OH,24
2017,2,Saturday,OK,3
2017,2,Saturday,OR,2
2017,2,Saturday,PA,199
2017,2,Saturday,RI,8
2017,2,Saturday,SC,17
2017,2,Saturday,TN,4
2017,2,Saturday,TX,426
2017,2,Saturday,UT,9
2017,2,Saturday,VA,43
2017,2,Saturday,WA,43
2017,2,Saturday,WI,12
2017,2,Saturday,WV,3
2017,2,Saturday,WY,8
2017,2,Sunday,AR,1
2017,2,Sunday,AZ,37
2017,2,Sunday,CA,983
2017,2,Sunday,CO,5
2017,2,Sunday,CT,25
2017,2,Sunday,DE,3
2017,2,Sunday,FL,221
2017,2,Sunday,GA,80
2017,2,Sunday,IA,10
2017,2,Sunday,ID,6
2017,2,Sunday,IL,41
2017,2,Sunday,IN,12
2017,2,Sunday,KS,4
2017,2,Sunday,KY,1
2017,2,Sunday,LA,5
2017,2,Sunday,MA,15
2017,2,Sunday,MD,74
2017,2,Sunday,ME,5
2017,2,Sunday,MI,117
2017,2,Sunday,MO,12
2017,2,Sunday,MT,3
2017,2,Sunday,NC,22
2017,2,Sunday,NE,4
2017,2,Sunday,NH,18
2017,2,Sunday,NJ,63
2017,2,Sunday,NV,6
2017,2,Sunday,NY,186
2017,2,Sunday,OH,13
2017,2,Sunday,OK,1
2017,2,Sunday,OR,2
2017,2,Sunday,PA,128
2017,2,Sunday,RI,10
2017,2,Sunday,SC,14
2017,2,Sunday,TN,9
2017,2,Sunday,TX,440
2017,2,Sunday,UT,8
2017,2,Sunday,VA,40
2017,2,Sunday,WA,58
2017,2,Sunday,WI,8
2017,2,Sunday,WV,3
2017,2,Thursday,AL,3
2017,2,Thursday,AR,3
2017,2,Thursday,AZ,51
2017,2,Thursday,CA,2641
2017,2,Thursday,CO,31
2017,2,Thursday,CT,100
2017,2,Thursday,DC,15
2017,2,Thursday,DE,2
2017,2,Thursday,FL,892
2017,2,Thursday,GA,303
2017,2,Thursday,IA,29
2017,2,Thursday,ID,11
2017,2,Thursday,IL,432
2017,2,Thursday,IN,41
2017,2,Thursday,KS,19
2017,2,Thursday,KY,13
2017,2,Thursday,LA,25
2017,2,Thursday,MA,195
2017,2,Thursday,MD,210
2017,2,Thursday,ME,11
2017,2,Thursday,MI,386
2017,2,Thursday,MN,41
2017,2,Thursday,MO,88
2017,2,Thursday,MS,16
2017,2,Thursday,MT,5
2017,2,Thursday,NC,204
2017,2,Thursday,NE,92
2017,2,Thursday,NH,21
2017,2,Thursday,NJ,267
2017,2,Thursday,NM,5
2017,2,Thursday,NV,18
2017,2,Thursday,NY,571
2017,2,Thursday,OH,249
2017,2,Thursday,OK,16
2017,2,Thursday,OR,23
2017,2,Thursday,PA,610
2017,2,Thursday,RI,61
2017,2,Thursday,SC,103
2017,2,Thursday,TN,22
2017,2,Thursday,TX,1219
2017,2,Thursday,UT,17
2017,2,Thursday,VA,150
2017,2,Thursday,VT,4
2017,2,Thursday,WA,212
2017,2,Thursday,WI,41
2017,2,Thursday,WV,14
2017,2,Thursday,WY,5
2017,2,Tuesday,AL,3
2017,2,Tuesday,AR,1
2017,2,Tuesday,AZ,42
2017,2,Tuesday,CA,2272
2017,2,Tuesday,CO,16
2017,2,Tuesday,CT,77
2017,2,Tuesday,DC,12
2017,2,Tuesday,DE,8
2017,2,Tuesday,FL,932
2017,2,Tuesday,GA,349
2017,2,Tuesday,IA,37
2017,2,Tuesday,ID,9
2017,2,Tuesday,IL,565
2017,2,Tuesday,IN,30
2017,2,Tuesday,KS,10
2017,2,Tuesday,KY,15
2017,2,Tuesday,LA,26
2017,2,Tuesday,MA,224
2017,2,Tuesday,MD,195
2017,2,Tuesday,ME,7
2017,2,Tuesday,MI,340
2017,2,Tuesday,MN,54
2017,2,Tuesday,MO,135
2017,2,Tuesday,MS,15
2017,2,Tuesday,NC,272
2017,2,Tuesday,NE,101
2017,2,Tuesday,NH,54
2017,2,Tuesday,NJ,192
2017,2,Tuesday,NM,3
2017,2,Tuesday,NV,25
2017,2,Tuesday,NY,514
2017,2,Tuesday,OH,229
2017,2,Tuesday,OK,17
2017,2,Tuesday,OR,13
2017,2,Tuesday,PA,466
2017,2,Tuesday,RI,26
2017,2,Tuesday,SC,76
2017,2,Tuesday,TN,44
2017,2,Tuesday,TX,1371
2017,2,Tuesday,UT,8
2017,2,Tuesday,VA,192
2017,2,Tuesday,VT,1
2017,2,Tuesday,WA,247
2017,2,Tuesday,WI,39
2017,2,Tuesday,WV,14
2017,2,Tuesday,WY,1
2017,2,Wednesday,AR,7
2017,2,Wednesday,AZ,57
2017,2,Wednesday,CA,2384
2017,2,Wednesday,CO,24
2017,2,Wednesday,CT,72
2017,2,Wednesday,DC,24
2017,2,Wednesday,DE,2
2017,2,Wednesday,FL,885
2017,2,Wednesday,GA,368
2017,2,Wednesday,IA,63
2017,2,Wednesday,ID,8
2017,2,Wednesday,IL,423
2017,2,Wednesday,IN,17
2017,2,Wednesday,KS,19
2017,2,Wednesday,KY,13
2017,2,Wednesday,LA,17
2017,2,Wednesday,MA,218
2017,2,Wednesday,MD,171
2017,2,Wednesday,ME,16
2017,2,Wednesday,MI,443
2017,2,Wednesday,MN,57
2017,2,Wednesday,MO,115
2017,2,Wednesday,MS,20
2017,2,Wednesday,MT,9
2017,2,Wednesday,NC,149
2017,2,Wednesday,NE,144
2017,2,Wednesday,NH,31
2017,2,Wednesday,NJ,214
2017,2,Wednesday,NM,3
2017,2,Wednesday,NV,38
2017,2,Wednesday,NY,479
2017,2,Wednesday,OH,237
2017,2,Wednesday,OK,12
2017,2,Wednesday,OR,21
2017,2,Wednesday,PA,503
2017,2,Wednesday,RI,26
2017,2,Wednesday,SC,83
2017,2,Wednesday,SD,1
2017,2,Wednesday,TN,35
2017,2,Wednesday,TX,1372
2017,2,Wednesday,UT,11
2017,2,Wednesday,VA,161
2017,2,Wednesday,VT,6
2017,2,Wednesday,WA,314
2017,2,Wednesday,WI,36
2017,2,Wednesday,WV,8
2017,2,Wednesday,WY,5
2017,3,Friday,AL,3
2017,3,Friday,AR,1
2017,3,Friday,AZ,105
2017,3,Friday,CA,3050
2017,3,Friday,CO,36
2017,3,Friday,CT,121
2017,3,Friday,DC,16
2017,3,Friday,DE,3
2017,3,Friday,FL,1311
2017,3,Friday,GA,409
2017,3,Friday,IA,43
2017,3,Friday,ID,1
2017,3,Friday,IL,497
2017,3,Friday,IN,53
2017,3,Friday,KS,24
2017,3,Friday,KY,21
2017,3,Friday,LA,24
2017,3,Friday,MA,173
2017,3,Friday,MD,251
2017,3,Friday,ME,11
2017,3,Friday,MI,499
2017,3,Friday,MN,32
2017,3,Friday,MO,125
2017,3,Friday,MS,16
2017,3,Friday,MT,1
2017,3,Friday,NC,238
2017,3,Friday,NE,97
2017,3,Friday,NH,27
2017,3,Friday,NJ,304
2017,3,Friday,NM,6
2017,3,Friday,NV,16
2017,3,Friday,NY,582
2017,3,Friday,OH,265
2017,3,Friday,OK,6
2017,3,Friday,OR,38
2017,3,Friday,PA,683
2017,3,Friday,RI,38
2017,3,Friday,SC,132
2017,3,Friday,TN,39
2017,3,Friday,TX,1720
2017,3,Friday,UT,14
2017,3,Friday,VA,220
2017,3,Friday,VT,4
2017,3,Friday,WA,284
2017,3,Friday,WI,40
2017,3,Friday,WV,29
2017,3,Monday,AL,5
2017,3,Monday,AR,4
2017,3,Monday,AZ,51
2017,3,Monday,CA,1977
2017,3,Monday,CO,26
2017,3,Monday,CT,99
2017,3,Monday,DC,9
2017,3,Monday,DE,4
2017,3,Monday,FL,1091
2017,3,Monday,GA,291
2017,3,Monday,IA,44
2017,3,Monday,ID,8
2017,3,Monday,IL,496
2017,3,Monday,IN,42
2017,3,Monday,KS,28
2017,3,Monday,KY,13
2017,3,Monday,LA,34
2017,3,Monday,MA,116
2017,3,Monday,MD,216
2017,3,Monday,ME,3
2017,3,Monday,MI,556
2017,3,Monday,MN,58
2017,3,Monday,MO,100
2017,3,Monday,MS,21
2017,3,Monday,MT,1
2017,3,Monday,NC,293
2017,3,Monday,NE,110
2017,3,Monday,NH,14
2017,3,Monday,NJ,207
2017,3,Monday,NM,3
2017,3,Monday,NV,19
2017,3,Monday,NY,497
2017,3,Monday,OH,155
2017,3,Monday,OK,9
2017,3,Monday,OR,18
2017,3,Monday,PA,473
2017,3,Monday,RI,33
2017,3,Monday,SC,113
2017,3,Monday,TN,46
2017,3,Monday,TX,1209
2017,3,Monday,UT,33
2017,3,Monday,VA,180
2017,3,Monday,VT,4
2017,3,Monday,WA,189
2017,3,Monday,WI,58
2017,3,Monday,WV,8
2017,3,Monday,WY,2
2017,3,Saturday,AZ,28
2017,3,Saturday,CA,1139
2017,3,Saturday,CO,13
2017,3,Saturday,CT,15
2017,3,Saturday,DC,6
2017,3,Saturday,DE,1
2017,3,Saturday,FL,218
2017,3,Saturday,GA,124
2017,3,Saturday,IA,2
2017,3,Saturday,ID,6
2017,3,Saturday,IL,92
2017,3,Saturday,IN,6
2017,3,Saturday,KS,2
2017,3,Saturday,LA,4
2017,3,Saturday,MA,8
2017,3,Saturday,MD,96
2017,3,Saturday,ME,6
2017,3,Saturday,MI,127
2017,3,Saturday,MN,3
2017,3,Saturday,MO,35
2017,3,Saturday,MS,3
2017,3,Saturday,NC,7
2017,3,Saturday,NE,8
2017,3,Saturday,NH,7
2017,3,Saturday,NJ,48
2017,3,Saturday,NM,2
2017,3,Saturday,NV,9
2017,3,Saturday,NY,111
2017,3,Saturday,OH,40
2017,3,Saturday,OK,1
2017,3,Saturday,OR,6
2017,3,Saturday,PA,101
2017,3,Saturday,RI,5
2017,3,Saturday,SC,20
2017,3,Saturday,TN,6
2017,3,Saturday,TX,800
2017,3,Saturday,UT,2
2017,3,Saturday,VA,56
2017,3,Saturday,WA,58
2017,3,Saturday,WI,4
2017,3,Sunday,AR,1
2017,3,Sunday,AZ,21
2017,3,Sunday,CA,1019
2017,3,Sunday,CO,2
2017,3,Sunday,CT,20
2017,3,Sunday,DC,2
2017,3,Sunday,DE,1
2017,3,Sunday,FL,199
2017,3,Sunday,GA,132
2017,3,Sunday,IA,11
2017,3,Sunday,ID,2
2017,3,Sunday,IL,46
2017,3,Sunday,IN,10
2017,3,Sunday,KS,1
2017,3,Sunday,KY,2
2017,3,Sunday,LA,3
2017,3,Sunday,MA,13
2017,3,Sunday,MD,65
2017,3,Sunday,ME,2
2017,3,Sunday,MI,82
2017,3,Sunday,MN,1
2017,3,Sunday,MO,21
2017,3,Sunday,MS,1
2017,3,Sunday,NC,9
2017,3,Sunday,NE,1
2017,3,Sunday,NH,4
2017,3,Sunday,NJ,34
2017,3,Sunday,NM,1
2017,3,Sunday,NV,9
2017,3,Sunday,NY,116
2017,3,Sunday,OH,21
2017,3,Sunday,OR,5
2017,3,Sunday,PA,131
2017,3,Sunday,RI,2
2017,3,Sunday,SC,13
2017,3,Sunday,TN,10
2017,3,Sunday,TX,664
2017,3,Sunday,UT,3
2017,3,Sunday,VA,60
2017,3,Sunday,WA,43
2017,3,Sunday,WI,9
2017,3,Sunday,WV,2
2017,3,Sunday,WY,6
2017,3,Thursday,AL,4
2017,3,Thursday,AR,4
2017,3,Thursday,AZ,71
2017,3,Thursday,CA,2690
2017,3,Thursday,CO,27
2017,3,Thursday,CT,118
2017,3,Thursday,DC,12
2017,3,Thursday,DE,4
2017,3,Thursday,FL,1278
2017,3,Thursday,GA,390
2017,3,Thursday,IA,35
2017,3,Thursday,ID,2
2017,3,Thursday,IL,450
2017,3,Thursday,IN,38
2017,3,Thursday,KS,24
2017,3,Thursday,KY,19
2017,3,Thursday,LA,23
2017,3,Thursday,MA,149
2017,3,Thursday,MD,226
2017,3,Thursday,ME,7
2017,3,Thursday,MI,567
2017,3,Thursday,MN,48
2017,3,Thursday,MO,118
2017,3,Thursday,MS,18
2017,3,Thursday,MT,2
2017,3,Thursday,NC,286
2017,3,Thursday,NE,85
2017,3,Thursday,NH,8
2017,3,Thursday,NJ,254
2017,3,Thursday,NM,4
2017,3,Thursday,NV,25
2017,3,Thursday,NY,604
2017,3,Thursday,OH,202
2017,3,Thursday,OK,9
2017,3,Thursday,OR,39
2017,3,Thursday,PA,661
2017,3,Thursday,RI,32
2017,3,Thursday,SC,91
2017,3,Thursday,TN,50
2017,3,Thursday,TX,1472
2017,3,Thursday,UT,25
2017,3,Thursday,VA,247
2017,3,Thursday,VT,3
2017,3,Thursday,WA,293
2017,3,Thursday,WI,51
2017,3,Thursday,WV,9
2017,3,Tuesday,AL,5
2017,3,Tuesday,AR,2
2017,3,Tuesday,AZ,55
2017,3,Tuesday,CA,2136
2017,3,Tuesday,CO,15
2017,3,Tuesday,CT,95
2017,3,Tuesday,DC,4
2017,3,Tuesday,DE,1
2017,3,Tuesday,FL,1197
2017,3,Tuesday,GA,249
2017,3,Tuesday,IA,49
2017,3,Tuesday,ID,7
2017,3,Tuesday,IL,490
2017,3,Tuesday,IN,25
2017,3,Tuesday,KS,32
2017,3,Tuesday,KY,14
2017,3,Tuesday,LA,37
2017,3,Tuesday,MA,109
2017,3,Tuesday,MD,190
2017,3,Tuesday,ME,10
2017,3,Tuesday,MI,407
2017,3,Tuesday,MN,43
2017,3,Tuesday,MO,86
2017,3,Tuesday,MS,15
2017,3,Tuesday,NC,318
2017,3,Tuesday,NE,76
2017,3,Tuesday,NH,18
2017,3,Tuesday,NJ,287
2017,3,Tuesday,NV,11
2017,3,Tuesday,NY,483
