Start_Lat,Start_Lng
33.805141,-84.413338
33.823273,-84.367271
33.607605,-84.530266
33.786896,-84.493134
33.852024,-84.369621
33.850418,-84.361984
33.764793,-84.492996
33.771286,-84.390045
33.832123,-84.335274
33.786633,-84.391457
33.803047,-84.407753
33.796211,-84.393692
33.786594,-84.383141
33.765018,-84.493874
33.718285,-84.425163
33.781532,-84.390869
33.754379,-84.3787
33.741825,-84.368149
33.757103,-84.468964
33.688072,-84.399773
33.796211,-84.393692
33.741898,-84.387787
33.831833,-84.426376
33.764664,-84.493813
33.743267,-84.368134
33.766376,-84.527321
33.794186,-84.393486
33.717121,-84.368553
33.848824,-84.431076
33.852024,-84.369621
33.690769,-84.499954
33.881222,-84.453125
33.933468,-84.357735
33.864868,-84.439674
33.638821,-84.456047
33.885494,-84.251686
33.768059,-84.441032
33.885029,-84.469032
33.744041,-84.391266
33.893784,-84.258789
33.681328,-84.411522
33.631893,-84.409958
33.684116,-84.407883
33.765018,-84.493874
33.744976,-84.390343
33.802658,-84.392876
33.744976,-84.390343
33.6413,-84.45269
33.758026,-84.503181
33.825825,-84.367142
33.92474,-84.24958
33.885494,-84.251686
33.805141,-84.413338
33.737072,-84.387993
33.813236,-84.366219
33.753635,-84.495628
33.890293,-84.460991
33.820595,-84.451088
33.616844,-84.438622
33.774509,-84.341789
33.831833,-84.426376
33.719887,-84.486351
33.820553,-84.361038
33.772469,-84.348961
33.840328,-84.313011
33.786709,-84.391029
33.791946,-84.390762
33.77383,-84.348961
33.741447,-84.417572
33.684116,-84.407883
33.840328,-84.313011
33.797207,-84.388901
33.911575,-84.357521
33.786896,-84.493134
33.759735,-84.379005
33.890293,-84.460991
33.697002,-84.404778
33.821548,-84.359383
33.741898,-84.387787
33.832123,-84.335274
33.890293,-84.460991
33.832123,-84.335274
33.722115,-84.394592
33.901691,-84.473511
33.890293,-84.460991
33.771091,-84.359467
33.632896,-84.400795
33.884609,-84.469574
33.744976,-84.390343
33.821548,-84.359383
33.689625,-84.500145
33.79184,-84.388725
33.781532,-84.390869
33.843021,-84.372551
33.754379,-84.378365
33.744976,-84.390343
33.917973,-84.338135
33.690125,-84.500153
33.619968,-84.4869
33.852554,-84.430801
33.742832,-84.403595
33.79591,-84.393295
33.852024,-84.369621
33.745556,-84.349213
33.656479,-84.497551
33.773575,-84.363686
33.831833,-84.426376
33.799355,-84.488449
33.764847,-84.493484
33.681293,-84.407715
33.742832,-84.403595
33.77383,-84.358757
33.741447,-84.417572
33.781532,-84.404182
33.801479,-84.392738
33.759472,-84.378876
33.781532,-84.390869
33.732933,-84.510254
33.884594,-84.469887
33.771286,-84.390045
33.736881,-84.391853
33.718285,-84.425163
33.722115,-84.394592
33.7369,-84.391853
33.771286,-84.390045
33.748379,-84.385208
33.837074,-84.381424
33.730183,-84.392754
33.91246,-84.285957
33.753635,-84.495628
33.828655,-84.387436
33.890293,-84.460991
33.741447,-84.417572
33.791348,-84.390755
33.786572,-84.390694
33.913116,-84.286316
33.933186,-84.357956
33.74284,-84.422661
33.722965,-84.502815
33.690125,-84.500153
33.722965,-84.502815
33.690125,-84.500153
33.65292,-84.396118
33.911205,-84.370491
33.681126,-84.398689
33.885494,-84.251686
33.827587,-84.387466
33.89185,-84.259369
33.79213,-84.391609
33.747391,-84.379532
33.982327,-84.341644
33.703281,-84.403809
33.849907,-84.372963
33.7369,-84.391853
33.803047,-84.407753
33.825024,-84.35984
33.934856,-84.356506
33.744976,-84.390343
33.77383,-84.348961
33.804714,-84.337563
33.619968,-84.4869
33.620445,-84.47348
33.735683,-84.368202
33.8237,-84.351959
33.982327,-84.341644
33.765018,-84.493874
33.825172,-84.359627
33.837074,-84.381424
33.754379,-84.3787
33.739838,-84.328239
33.861485,-84.380402
33.821548,-84.359383
33.681126,-84.398689
33.933468,-84.357735
33.864307,-84.479675
33.742615,-84.409851
33.875725,-84.38044
33.912338,-84.379128
33.724018,-84.349449
33.765018,-84.493874
33.632088,-84.388069
33.898949,-84.248711
33.598312,-84.493004
33.692108,-84.490196
33.803047,-84.407753
33.791958,-84.391464
33.759056,-84.379333
33.744991,-84.389542
33.77383,-84.348961
33.901691,-84.473511
33.838207,-84.380882
33.821323,-84.367523
33.781532,-84.390869
33.743271,-84.379326
33.781532,-84.390869
33.920391,-84.314781
33.753662,-84.473091
33.766376,-84.527321
33.722115,-84.394592
33.831833,-84.426376
33.713814,-84.368591
33.933468,-84.357735
33.958435,-84.355354
33.765018,-84.493874
33.765018,-84.493874
33.917973,-84.338135
33.928997,-84.269524
33.801479,-84.392738
33.76017,-84.37928
33.741936,-84.391563
33.848824,-84.431076
33.722115,-84.394592
33.821323,-84.367523
33.722115,-84.394592
33.848465,-84.374153
33.741333,-84.414047
33.876862,-84.379929
33.839195,-84.380112
33.821548,-84.359383
33.786678,-84.390862
33.759472,-84.378876
33.643845,-84.400162
33.852024,-84.369621
33.821548,-84.359383
33.748383,-84.385193
33.912338,-84.379128
33.766376,-84.527321
33.917973,-84.338135
33.914009,-84.351822
33.763721,-84.491463
33.675983,-84.397758
33.632896,-84.400795
33.765018,-84.493874
33.722115,-84.394592
33.8237,-84.351959
33.684116,-84.407883
33.746696,-84.368095
33.902916,-84.274139
33.681293,-84.407715
33.852024,-84.369621
33.69014,-84.506256
33.786697,-84.3908
33.773483,-84.367668
33.908504,-84.429779
33.805141,-84.413338
33.752411,-84.34922
33.840328,-84.313011
33.772488,-84.381775
33.853611,-84.359573
33.813305,-84.366318
33.852024,-84.369621
33.69014,-84.506256
33.911575,-84.357521
33.744759,-84.334259
33.908504,-84.429779
33.903172,-84.35952
33.832123,-84.335274
33.739838,-84.328239
33.89185,-84.259369
33.744976,-84.390343
33.746052,-84.368111
33.772415,-84.383293
33.76017,-84.37928
33.774136,-84.316231
33.920391,-84.314781
33.781532,-84.390869
33.885494,-84.251686
33.665138,-84.418549
33.92643,-84.337349
33.837002,-84.368073
33.69529,-84.408127
33.767666,-84.388908
33.725731,-84.407906
33.745556,-84.349213
33.732185,-84.568748
33.864868,-84.439674
33.791641,-84.39106
33.918865,-84.335983
33.898022,-84.362122
33.912811,-84.286514
33.909615,-84.35862
33.765018,-84.493874
33.799355,-84.488449
33.890293,-84.460991
34.005177,-84.335823
33.722176,-84.407852
33.755543,-84.382233
33.67709,-84.408493
33.772301,-84.348999
33.632896,-84.400795
33.781532,-84.390869
33.754379,-84.3787
33.753635,-84.495628
33.730183,-84.392754
33.683865,-84.310005
33.800896,-84.487663
33.910126,-84.361687
33.869892,-84.282234
33.750622,-84.381531
33.933468,-84.357735
33.821548,-84.359383
33.849907,-84.372963
33.903172,-84.35952
33.786896,-84.493134
33.584824,-84.513527
33.890293,-84.460991
33.747711,-84.395599
33.781532,-84.390869
33.781532,-84.390869
33.852024,-84.369621
33.616844,-84.438622
33.799355,-84.488449
33.821548,-84.359383
33.7369,-84.391853
33.790684,-84.385162
33.832123,-84.335274
33.885494,-84.251686
33.722115,-84.394592
33.786896,-84.493134
33.744976,-84.390343
33.786896,-84.493134
33.786896,-84.493134
33.744976,-84.390343
33.631847,-84.409485
33.839195,-84.380112
33.769001,-84.390511
33.770943,-84.390503
33.831833,-84.426376
33.781532,-84.390869
33.754379,-84.3787
33.797096,-84.368988
33.730183,-84.392754
33.77367,-84.384743
33.684116,-84.407883
33.687408,-84.400269
33.848778,-84.374565
33.854015,-84.358078
33.821323,-84.367523
33.681328,-84.411522
33.632896,-84.400795
33.681084,-84.388756
33.616844,-84.438622
33.878784,-84.272743
33.786896,-84.493134
33.803047,-84.407753
33.864422,-84.288765
33.913116,-84.286316
33.864868,-84.439674
33.743267,-84.368134
33.584824,-84.513527
33.617298,-84.449554
33.616844,-84.438622
33.759537,-84.505295
33.805355,-84.413544
33.794006,-84.392975
33.744976,-84.390343
33.752037,-84.467583
33.744976,-84.390343
33.7369,-84.391853
33.652248,-84.367104
33.910339,-84.361656
33.920158,-84.296913
33.908504,-84.429779
33.781532,-84.390869
33.878784,-84.272743
33.902916,-84.274139
33.90107,-84.244003
33.692108,-84.490196
33.89185,-84.259369
33.744976,-84.390343
33.89185,-84.259369
33.695187,-84.404877
33.890293,-84.460991
33.695187,-84.404877
33.916046,-84.406662
33.744976,-84.390343
33.781532,-84.390869
33.821548,-84.359383
33.722115,-84.394592
33.7369,-84.391853
33.908504,-84.429779
33.890293,-84.460991
33.755421,-84.349197
33.89185,-84.259369
33.781532,-84.390869
33.796211,-84.393692
33.818089,-84.388954
33.767578,-84.388817
33.80674,-84.393867
33.890293,-84.460991
33.821548,-84.359383
33.722965,-84.502815
33.698025,-84.448486
33.848778,-84.374565
33.763954,-84.371956
33.759647,-84.382172
33.692108,-84.490196
33.933468,-84.357735
33.771286,-84.390045
33.847275,-84.429184
33.753635,-84.495628
33.89185,-84.259369
33.747608,-84.34922
33.764511,-84.384178
33.75985,-84.379074
33.838902,-84.368988
33.903172,-84.35952
33.792931,-84.392502
33.803047,-84.407753
33.916046,-84.406662
33.779999,-84.391212
33.773373,-84.365685
33.790638,-84.375038
33.76421,-84.384285
33.754379,-84.3787
33.750488,-84.44416
33.758434,-84.387581
33.752632,-84.384148
33.763954,-84.371956
33.832123,-84.335274
33.765018,-84.493874
33.821548,-84.359383
33.831234,-84.368042
33.743752,-84.35759
33.8237,-84.351959
33.743267,-84.368134
33.852024,-84.369621
33.665138,-84.418549
33.885494,-84.251686
33.822479,-84.357925
33.77129,-84.390472
33.757103,-84.468964
33.781532,-84.390869
33.852024,-84.369621
33.832123,-84.335274
33.743267,-84.368134
33.619968,-84.4869
33.864307,-84.479675
33.936275,-84.366173
33.911575,-84.357521
33.651867,-84.497505
33.848824,-84.431076
33.71648,-84.398605
33.768894,-84.389557
33.902115,-84.473511
33.636768,-84.401543
33.798077,-84.393204
33.632896,-84.400795
33.663078,-84.497765
33.75145,-84.380562
33.620472,-84.461632
33.759472,-84.378876
33.753494,-84.363869
33.765018,-84.493874
33.763954,-84.371956
33.746696,-84.368095
33.821453,-84.45533
33.765018,-84.493874
33.847271,-84.407288
33.744976,-84.390343
33.749969,-84.507622
33.765018,-84.493874
33.753784,-84.433357
33.850418,-84.361984
33.803047,-84.407753
33.773914,-84.337135
33.744976,-84.390343
33.810867,-84.47644
33.744976,-84.390343
33.885494,-84.251686
33.823551,-84.487526
33.681293,-84.407715
33.850418,-84.361984
33.741848,-84.391495
33.701599,-84.506256
33.759335,-84.37207
33.825562,-84.352837
33.701599,-84.506256
33.90107,-84.244003
33.791466,-84.391953
33.912338,-84.379128
33.919094,-84.357735
33.864422,-84.288765
33.901691,-84.473511
33.812988,-84.366623
33.781532,-84.390869
33.86142,-84.29187
33.805141,-84.413338
33.831917,-84.359856
33.652248,-84.367104
33.765018,-84.493874
33.757107,-84.382217
33.864422,-84.288765
33.890293,-84.460991
33.917973,-84.338135
33.583954,-84.5103
33.786469,-84.378128
33.766376,-84.527321
33.6693,-84.547356
33.852024,-84.369621
33.607605,-84.530266
33.681297,-84.415131
33.920391,-84.314781
33.759472,-84.378876
33.744976,-84.390343
33.7369,-84.391853
33.763378,-84.383446
33.908504,-84.429779
33.754379,-84.3787
33.681103,-84.3937
33.982327,-84.341644
33.878784,-84.272743
33.683865,-84.310005
33.853611,-84.359573
33.767864,-84.389824
33.627998,-84.489006
33.697094,-84.404953
33.884594,-84.469887
33.753635,-84.495628
33.751446,-84.446114
33.799786,-84.392357
33.982327,-84.341644
33.742832,-84.403595
33.850418,-84.361984
33.681126,-84.398689
33.852024,-84.369621
33.771286,-84.390045
33.788254,-84.377464
33.765018,-84.493874
33.722115,-84.394592
33.656479,-84.497551
33.722965,-84.502815
33.722965,-84.502815
33.791962,-84.39164
33.584824,-84.513527
33.8237,-84.351959
33.771347,-84.320015
33.832123,-84.335274
33.584824,-84.513527
33.832123,-84.335274
33.652248,-84.367104
33.671085,-84.498352
33.769001,-84.390511
33.778461,-84.391182
33.652248,-84.367104
33.744991,-84.397957
33.744308,-84.387886
33.791725,-84.391472
33.786495,-84.3908
33.765018,-84.493874
33.765018,-84.493874
33.89185,-84.259369
33.916046,-84.406662
33.751446,-84.446114
33.885494,-84.251686
33.912338,-84.379128
33.781532,-84.390869
33.796242,-84.393929
33.683983,-84.310135
33.759472,-84.378876
33.754379,-84.3787
33.754379,-84.3787
33.890118,-84.460846
33.745052,-84.389732
33.780159,-84.387299
33.769272,-84.385216
33.759472,-84.378876
33.821548,-84.359383
33.919094,-84.357735
33.722115,-84.394592
33.7915,-84.39196
33.8237,-84.351959
33.813797,-84.365997
33.716236,-84.430496
33.920391,-84.314781
33.74173,-84.393379
33.659023,-84.431374
33.686054,-84.511909
33.90107,-84.244003
33.744976,-84.390343
33.759472,-84.378876
33.765018,-84.493874
33.852554,-84.430801
33.750488,-84.44416
33.732185,-84.568748
33.771091,-84.359467
33.881222,-84.453125
33.864868,-84.439674
33.722115,-84.394592
33.90107,-84.244003
33.823273,-84.367271
33.771286,-84.390045
33.690125,-84.500153
33.771286,-84.390045
33.791409,-84.39193
33.771286,-84.390045
33.754593,-84.402802
33.80674,-84.393867
33.80674,-84.393867
33.799187,-84.367851
33.854015,-84.358078
33.914009,-84.351822
33.69014,-84.506256
33.771286,-84.390045
33.848778,-84.374565
33.744976,-84.390343
33.912338,-84.379128
33.821548,-84.359383
33.766376,-84.527321
33.766193,-84.386604
33.768005,-84.389236
33.767715,-84.388969
33.832123,-84.335274
33.751118,-84.444099
33.745132,-84.389679
33.743271,-84.379326
33.743267,-84.368134
33.745556,-84.349213
33.744835,-84.389809
33.911575,-84.357521
33.620445,-84.47348
33.744976,-84.390343
33.911575,-84.357521
33.822891,-84.357269
33.832123,-84.335274
33.721916,-84.395134
33.89185,-84.259369
33.765388,-84.387489
33.901123,-84.244446
33.831833,-84.426376
33.891937,-84.25898
33.916046,-84.406662
33.902916,-84.274139
33.848652,-84.366371
33.762539,-84.492645
33.765678,-84.385445
33.761028,-84.380157
33.657055,-84.521774
33.79184,-84.387756
33.752369,-84.463135
33.757103,-84.468964
33.681084,-84.388756
33.744976,-84.390343
33.834175,-84.368004
33.77129,-84.390472
33.757103,-84.468964
33.741848,-84.391495
33.912338,-84.379128
33.743271,-84.379326
33.696903,-84.404984
33.744976,-84.390343
33.754089,-84.378441
33.896973,-84.467773
33.798912,-84.391708
33.91581,-84.406662
33.916046,-84.406662
33.630589,-84.404007
33.791523,-84.391464
33.743271,-84.379326
33.632324,-84.401016
33.890293,-84.460991
33.721954,-84.394707
33.741447,-84.417572
33.849152,-84.375816
33.77129,-84.390472
33.681152,-84.401192
33.889198,-84.460136
33.771084,-84.357346
33.791447,-84.391945
33.765018,-84.493874
33.781532,-84.390869
33.917973,-84.338135
33.786896,-84.493134
33.734535,-84.510513
33.722111,-84.394989
33.803921,-84.39328
33.771069,-84.352509
33.912338,-84.379128
33.820671,-84.360977
33.681328,-84.411522
33.722115,-84.394592
33.656479,-84.497551
33.690125,-84.500153
33.911575,-84.357521
33.89185,-84.259369
33.744976,-84.390343
33.908504,-84.429779
33.7369,-84.391853
33.656479,-84.497551
33.723171,-84.507141
33.767666,-84.388908
33.743092,-84.402573
33.768818,-84.535416
33.757103,-84.468964
33.903069,-84.274437
33.767002,-84.389023
33.786518,-84.3908
33.747608,-84.34922
33.767666,-84.388908
33.699207,-84.408089
33.76733,-84.387489
33.852024,-84.369621
33.797096,-84.368988
33.750183,-84.349205
33.771088,-84.349007
33.773834,-84.355598
33.744976,-84.390343
33.743271,-84.379326
33.744976,-84.390343
33.743271,-84.379326
33.916046,-84.406662
33.7369,-84.391853
33.821548,-84.359383
33.656479,-84.497551
33.681126,-84.398689
33.744976,-84.390343
33.652431,-84.396278
33.744976,-84.390343
33.821548,-84.359383
33.912338,-84.379128
33.982327,-84.341644
33.7369,-84.391853
33.916046,-84.406662
33.916046,-84.406662
33.722965,-84.502815
33.690125,-84.500153
33.690125,-84.500153
33.690125,-84.500153
33.920391,-84.314781
33.690296,-84.50016
33.771286,-84.390045
33.656479,-84.497551
33.636292,-84.49218
33.885494,-84.251686
33.722965,-84.502815
33.780766,-84.384079
33.821548,-84.359383
33.864422,-84.288765
33.697849,-84.418266
33.781532,-84.390869
33.745098,-84.398247
33.919094,-84.357735
33.697014,-84.404778
33.765297,-84.494576
33.675098,-84.514694
33.681328,-84.411522
33.754379,-84.3787
33.796768,-84.393661
33.697685,-84.404533
33.801361,-84.387886
33.864307,-84.479675
33.718647,-84.329948
33.69701,-84.404823
33.742832,-84.403595
33.665264,-84.400581
33.75293,-84.37162
33.831833,-84.426376
33.852024,-84.369621
33.832123,-84.335274
33.920391,-84.314781
33.652248,-84.367104
33.864307,-84.479675
33.796654,-84.394196
33.849384,-84.363297
33.884594,-84.469887
33.562992,-84.468597
33.835835,-84.381966
33.919106,-84.379013
33.773838,-84.3535
33.884254,-84.469994
33.803047,-84.407753
33.837002,-84.368073
33.89185,-84.259369
33.796211,-84.393692
33.823048,-84.357117
33.619968,-84.4869
33.803047,-84.407753
33.781532,-84.390869
33.835999,-84.368011
33.807907,-84.365936
33.759537,-84.505295
33.786896,-84.493134
33.696762,-84.404991
33.85334,-84.381569
33.79594,-84.393364
33.884594,-84.469887
33.732277,-84.349342
33.616646,-84.485962
33.837074,-84.381424
33.69014,-84.506256
33.850418,-84.361984
33.913116,-84.286316
33.902916,-84.274139
33.744404,-84.390953
33.771275,-84.388817
33.885494,-84.251686
33.90107,-84.244003
33.920391,-84.314781
33.840328,-84.313011
33.743271,-84.370323
33.683865,-84.310005
33.643845,-84.400162
33.911575,-84.357521
33.68399,-84.309837
33.910339,-84.361656
33.912338,-84.379128
33.690125,-84.500153
33.753635,-84.495628
33.748383,-84.385193
33.824757,-84.367195
33.745556,-84.349213
33.750999,-84.444115
33.765018,-84.493874
33.901691,-84.473511
33.632896,-84.400795
33.744976,-84.390343
33.7369,-84.391853
33.852024,-84.369621
33.903172,-84.35952
33.832123,-84.335274
33.857368,-84.369362
33.912338,-84.379128
33.745556,-84.349213
33.916046,-84.406662
33.754379,-84.3787
33.832123,-84.335274
33.7369,-84.391853
33.852024,-84.369621
33.797207,-84.388901
33.765018,-84.493874
33.799355,-84.488449
33.786896,-84.493134
33.878784,-84.272743
33.750633,-84.381516
33.757103,-84.468964
33.767002,-84.389023
33.776112,-84.406929
33.755787,-84.467194
33.786896,-84.493134
33.774712,-84.381554
33.890198,-84.460846
33.742416,-84.404442
33.897118,-84.250603
33.821548,-84.359383
33.72691,-84.324097
33.903172,-84.35952
33.754379,-84.3787
33.72691,-84.324097
33.754738,-84.417587
33.852024,-84.369621
33.852024,-84.369621
33.8237,-84.351959
33.620445,-84.47348
33.697849,-84.418266
33.825825,-84.367142
33.902916,-84.274139
33.831234,-84.368042
33.797096,-84.368988
33.751411,-84.390968
33.804775,-84.393608
33.798992,-84.392494
33.781532,-84.390869
33.919094,-84.357735
33.754379,-84.3787
33.982327,-84.341644
33.799355,-84.488449
33.825172,-84.359627
33.766376,-84.527321
33.912338,-84.379128
33.913918,-84.352074
33.913841,-84.352257
33.822456,-84.357674
33.632896,-84.400795
33.629498,-84.455986
33.744976,-84.390343
33.923115,-84.281494
33.831833,-84.426376
33.765018,-84.493874
33.852024,-84.369621
33.754379,-84.3787
33.840328,-84.313011
33.69809,-84.429482
33.759472,-84.378876
33.690125,-84.500153
33.760132,-84.349258
33.862911,-84.380264
33.786469,-84.378128
33.8237,-84.351959
33.821548,-84.359383
33.884129,-84.469826
33.796719,-84.387939
33.796719,-84.387939
33.690125,-84.500153
33.781532,-84.390869
33.910378,-84.427612
33.766376,-84.527321
33.765018,-84.493874
33.753635,-84.495628
33.739838,-84.328239
33.737808,-84.408157
33.837002,-84.368073
33.714252,-84.50058
33.584824,-84.513527
33.629498,-84.455986
33.771286,-84.390045
33.722115,-84.394592
33.745556,-84.349213
33.819992,-84.388405
33.832123,-84.335274
33.781532,-84.390869
33.743908,-84.38752
33.852024,-84.369621
33.758179,-84.34922
33.7369,-84.391853
33.744976,-84.390343
33.799187,-84.367851
33.750488,-84.44416
33.821548,-84.359383
33.724018,-84.349449
33.753635,-84.495628
33.837074,-84.381424
33.837074,-84.381424
33.78933,-84.376251
33.632896,-84.400795
33.885494,-84.251686
33.89185,-84.259369
33.911575,-84.357521
33.821548,-84.359383
33.832462,-84.367973
33.908504,-84.429779
33.796211,-84.393692
33.821548,-84.359383
33.751446,-84.446114
33.661667,-84.426956
33.905071,-84.358192
33.781532,-84.390869
33.801567,-84.402267
33.750183,-84.349205
33.754379,-84.3787
33.791985,-84.390762
33.77158,-84.390327
33.754379,-84.3787
33.786896,-84.493134
33.819656,-84.388504
33.776333,-84.387291
33.839939,-84.416344
33.825172,-84.359627
33.810249,-84.374893
33.771286,-84.390045
33.681293,-84.407715
33.911575,-84.357521
33.70237,-84.476158
33.722111,-84.394989
33.781532,-84.390869
33.802658,-84.407822
33.771286,-84.390045
33.759472,-84.378876
33.744976,-84.390343
33.739292,-84.408203
33.890293,-84.460991
33.920113,-84.328506
33.914852,-84.349274
33.788288,-84.390816
33.636292,-84.49218
33.762272,-84.535835
33.911575,-84.357521
33.753635,-84.495628
33.765018,-84.493874
33.697559,-84.404869
33.73634,-84.501083
33.848778,-84.374565
33.786453,-84.3908
33.765018,-84.493874
33.803047,-84.407753
33.722115,-84.394592
33.8237,-84.351959
33.743267,-84.368134
33.75071,-84.446068
33.864868,-84.439674
33.832123,-84.335274
33.796143,-84.393753
33.757652,-84.372101
33.797733,-84.393372
33.773685,-84.330879
33.619968,-84.4869
33.76218,-84.382141
33.757652,-84.372101
33.825825,-84.367142
33.771088,-84.349007
33.781532,-84.390869
33.821548,-84.359383
33.744976,-84.390343
33.75985,-84.379074
33.821548,-84.359383
33.840408,-84.312279
33.637299,-84.401497
33.840328,-84.313011
33.885494,-84.251686
33.901573,-84.243423
33.788731,-84.491623
33.786896,-84.493134
33.77092,-84.390503
33.89185,-84.259369
33.878784,-84.272743
33.754379,-84.3787
33.688942,-84.400414
33.744976,-84.390343
33.744759,-84.334259
33.79224,-84.391434
33.744976,-84.390343
33.65292,-84.396118
33.80674,-84.393867
33.781532,-84.390869
33.854336,-84.382645
33.773834,-84.369759
33.743267,-84.368134
33.743252,-84.349243
33.85162,-84.379807
33.789921,-84.387779
33.825172,-84.359627
33.796211,-84.393692
33.652248,-84.367104
33.831573,-84.368042
33.759472,-84.378876
33.768497,-84.389725
33.810081,-84.392822
33.910339,-84.361656
33.743271,-84.379326
33.584824,-84.513527
33.620476,-84.461624
33.625793,-84.45697
33.709339,-84.402542
33.754379,-84.378365
33.859776,-84.481514
33.89241,-84.259827
33.852024,-84.369621
33.769001,-84.390511
33.766933,-84.388435
33.90107,-84.244003
33.771286,-84.390045
33.890293,-84.460991
33.764587,-84.49295
33.796211,-84.393692
33.832134,-84.335243
33.757618,-84.378845
33.764587,-84.49295
33.79528,-84.393562
33.681293,-84.407715
33.781532,-84.390869
33.753635,-84.495628
33.706387,-84.457237
33.791756,-84.391106
33.771282,-84.385033
33.854336,-84.382645
33.769859,-84.381935
33.852024,-84.369621
33.864868,-84.439674
33.799347,-84.391678
33.821072,-84.388084
33.796211,-84.393692
33.697067,-84.40477
33.74192,-84.391563
33.77383,-84.358757
33.781788,-84.38044
33.782913,-84.495857
33.893711,-84.454117
33.783264,-84.387833
33.919094,-84.357735
33.894417,-84.255173
33.97554,-84.345291
33.765617,-84.507042
33.76556,-84.494873
33.771286,-84.390045
33.864868,-84.439674
33.852024,-84.369621
33.902912,-84.359184
33.791168,-84.392143
33.890293,-84.460991
33.750488,-84.44416
33.664074,-84.522629
33.781532,-84.390869
33.844246,-84.327255
33.831833,-84.426376
33.745144,-84.39801
33.890293,-84.460991
33.800766,-84.427017
33.749847,-84.393875
33.652431,-84.396278
33.765018,-84.493874
33.757175,-84.387939
33.741039,-84.368149
33.724018,-84.349449
33.872986,-84.381042
33.766376,-84.527321
33.744976,-84.390343
33.885494,-84.251686
33.825172,-84.359627
33.751446,-84.446114
33.864422,-84.288765
33.766376,-84.527321
33.584824,-84.513527
33.765018,-84.493874
33.741447,-84.417572
33.741447,-84.417572
33.800423,-84.390297
